"ObjectID","AppID","AppName","DiplayName","publisherName"
"ffd979ec-3690-4c7b-bc15-e78fa6da6502","f2c304cf-8e7e-4c3f-8164-16299ad9d272","Azure Management Groups","Azure Management Groups","Microsoft Services"
