"id","appId","displayName","publisherName"
"2a9520bd-a2a3-41e3-8238-f1881970e21e","fb2f6951-f1fb-4902-8da6-48a9def6b3ed","[MngEnvMCAP008355demo]-EntraID-Automation-spn-automation-demo-rbb","nonprodborges.com"
"2abb5c7c-c956-45ab-a97e-21d63d6aec89","ee425d26-5049-48ff-8df8-0c6f22cb55bf","demovmcc",
"2c19324f-6c09-4662-827e-ddfd70d273f2","1448fd13-7e74-41f4-b6e3-17e485d8ac2e","Liftr Confluent RPaaS","Microsoft Services"
"2c425d9c-34c8-4a95-919f-4ae94c08f3e5","1950a258-227b-4e31-a9cf-717495945fc2","Microsoft Azure PowerShell","Microsoft Services"
"2c482e5a-1ca9-4c65-8e65-b3633c011ad5","fd14a986-6fe4-409a-883e-cdec1009cd54","Intune Grouping and Targeting Client Prod","Microsoft Services"
"2c91e2cc-1969-416f-ad47-9442b033696e","f738ef14-47dc-4564-b53b-45069484ccc7","Marketplace Api","Microsoft Services"
"2cc3788b-b3fe-413c-bb0f-7cfc1383ce1b","b2cc270f-563e-4d8a-af47-f00963a71dcd","OneProfile Service","Microsoft Services"
"2d10bc84-2a15-4097-a0b5-16411abd340b","978877ea-b2d6-458b-80c7-05df932f3723","Microsoft Teams AuditService","Microsoft Services"
"2ddc04f9-77f3-433f-b68e-f75ad036789a","e3bfd6ac-eace-4438-9dc1-eed439e738de","MicrosoftMigrateProject","Microsoft Services"
"2e353ef6-9e00-4388-aa00-455d0339087f","7e617cf7-fb45-4408-9d0c-99a044d8d1a4","App1","nonprodborges.com"
"2e407682-d402-42e6-a295-a105c3909adb","1e70cd27-4707-4589-8ec5-9bd20c472a46","Skype Presence Service","Microsoft Services"
"2e48e78f-0310-442f-94ad-98d63a069f45","92abb801-5a59-40a6-bd66-62fe4f1790bc","MCAPSGovDeployPolicies",
"2e873308-d485-4096-b75b-3ad6bcd77047","17724442-aa9a-46cc-bf09-c47bb1a98518","Azure Singularity - Stage","Microsoft Services"
"2ebe23fe-813f-42ca-ac71-5870d05c95d5","67e3df25-268a-4324-a550-0de1c7f97287","Office Online Service LEGACY","Microsoft Services"
"2ecd2355-25ef-4198-b5a9-555bb431f603","707be275-6b9d-4ee7-88f9-c0c2bd646e0f","Dynamic Alerts","Microsoft Services"
"2f548502-bceb-4813-96ba-549d5d9cbf1c","01cb2876-7ebd-4aa4-9cc9-d28bd4d359a9","Device Registration Service","Microsoft Services"
"2fb3b30c-5dd7-4b71-a079-71901804fda6","a831ea86-a4c4-4bd1-a242-bc11e90f1f89","MngEnvMCAP008355demo-DemoWebAppWithContainers-3464f809-852d-45e3-846c-f5411419cc83","nonprodborges.com"
"304245a4-e8e8-45fe-8d4f-c90e35bd3a53","b4ca0290-4e73-4e31-ade0-c82ecfaabf6a","Azure DNS Managed Resolver","Microsoft Services"
"3084ab3a-cd1d-491c-bffe-e469a42bb2fa","ce52bcbe-f669-4cfd-9866-d64472d3e13e","Microsoft.PlayFab","Microsoft Services"
"30e481e7-4fe2-46e8-aee2-453fd9ab4422","95de633a-083e-42f5-b444-a4295d8e9314","Microsoft Whiteboard Services","Microsoft Services"
"31137054-51cf-4296-a4e7-e65f37c958e2","e65f9af7-1b91-4078-a98f-83eb5fe83e00","Hybrid Container Service","Microsoft Services"
"315fb8f3-f0cd-460a-9df7-5e6dd5c9ff4c","d10de03d-5ba3-497a-90e6-7ff8c9736059","Atlas","Microsoft Services"
"316f4c42-fe09-4e9e-b035-c2e3bf03b816","4353526e-1c33-4fcf-9e82-9683edf52848","ConfidentialLedger","Microsoft Services"
"31c594e2-11e2-47a9-9e13-f095125e1278","af7c72b5-1a61-4bf3-958b-4e51e1ddfbe8","MRMapsProd","Microsoft Services"
